Profile Name,,Left joy,,,,,,,,Mixed joy,,,,,,,,
codbo3ps.csv,,Normal,,,,,,,,Alternate,,,,,,,,
XBox Outputs,Function,usb,,,,,,,,usb,,,,,,,,
increment_mode,normal,right_sip,,,,,,,,right_sip,,,,,,,,"Change Controller settings to NOM4D
"
decrement_mode,normal,right_puff,,,,,,,,right_puff,,,,,,,,
dpad_N,normal,,,,,,,,,,,,,,,,,
dpad_NE,normal,,,,,,,,,,,,,,,,,
dpad_E,normal,,,,,,,,,,,,,,,,,
dpad_SE,normal,,,,,,,,,,,,,,,,,
dpad_S,normal,,,,,,,,,,,,,,,,,
dpad_SW,normal,,,,,,,,,,,,,,,,,
dpad_W,normal,,,,,,,,,,,,,,,,,
dpad_NW,normal,,,,,,,,,,,,,,,,,
left_joy_left,normal,left,,,,,,,,,,,,,,,,
left_joy_right,normal,right,,,,,,,,,,,,,,,,
left_joy_up,normal,up,,,,,,,,up,,,,,,,,
left_joy_down,normal,down,,,,,,,,down,,,,,,,,
right_joy_left,normal,,,,,,,,,left,,,,,,,,
right_joy_right,normal,,,,,,,,,right,,,,,,,,
right_joy_up,normal,,,,,,,,,,,,,,,,,
right_joy_down,normal,,,,,,,,,,,,,,,,,
left_bumper,normal,mp_left_sip,,,,,,,,mp_left_sip,,,,,,,,
left_trigger,normal,mp_left_puff,,,,,,,,mp_left_puff,,,,,,,,
left_stick,normal,,,,,,,,,mp_left_center_sip,,,,,,,,
right_bumper,normal,mp_right_sip,,,,,,,,mp_right_sip,,,,,,,,
right_trigger,normal,lip,,,,,,,,lip,,,,,,,,
right_stick,normal,mp_right_center_sip,,,,,,,,mp_right_center_sip,,,,,,,,
A,normal,mp_right_puff,,,,,,,,mp_right_puff,,,,,,,,
B,normal,mp_center_puff,,,,,,,,mp_center_puff,,,,,,,,
X,normal,mp_center_sip,,,,,,,,mp_center_sip,,,,,,,,
Y,normal,mp_right_center_puff,,,,,,,,mp_right_center_puff,,,,,,,,
back,normal,mp_left_sip_soft,,,,,,,,mp_left_sip_soft,,,,,,,,
guide,normal,mp_center_sip_soft,,,,,,,,mp_center_sip_soft,,,,,,,,
start,normal,mp_right_sip_soft,,,,,,,,mp_right_sip_soft,,,,,,,,
left_bumper,normal,mp_left_center_sip,,,,,,,,,,,,,,,,
right_bumper,normal,mp_left_center_sip,,,,,,,,,,,,,,,,
kb_left_control,normal,right_sip_soft,,,,,,,,,,,,,,,,
kb_keypad_plus,normal,right_sip_soft,,,,,,,,,,,,,,,,
back,normal,mp_left_puff_soft,,,,,,,,,,,,,,,,
right_stick,normal,mp_left_puff_soft,,,,,,,,,,,,,,,,
back,normal,mp_center_puff_soft,,,,,,,,,,,,,,,,
right_bumper,normal,mp_center_puff_soft,,,,,,,,,,,,,,,,
back,normal,mp_right_puff_soft,,,,,,,,,,,,,,,,
B,normal,mp_right_puff_soft,,,,,,,,,,,,,,,,
back,normal,right_puff_soft,,,,,,,,,,,,,,,,
guide,normal,right_puff_soft,,,,,,,,,,,,,,,,
